rna_name	rna_id	rna_type	bulgeLabel	bulgeLen	bulgeEnergy	label5p	energy5p	label3p	energy3p
bpRNA_RFAM_5057	63433	RNA Fragment	B3	1	2.3	S12	-4.15	S13	-6.25
bpRNA_RFAM_42330	100706	snoRNA	B2	2	2.8	S6	-10.5	S5	-3.3
bpRNA_RFAM_24854	83230	snoRNA	B1	1	0.073	S2	-8.8	S3	-7.05
bpRNA_RFAM_24854	83230	snoRNA	B2	5	4.0	S4	-1.65	S3	-7.05
bpRNA_RFAM_39066	97442	HNH endonuclease-associated RNA and ORF (HEARO) RNA	B1	1	0.5	S2	-6.6	S3	-4.95
bpRNA_RFAM_8362	66738	Riboswitch	B1	1	1.7	S4	-6.7	S5	-5.5
bpRNA_RFAM_19092	77468	miRNA	B2	2	2.8	S4	-8.15	S5	-6.45
bpRNA_RFAM_27819	86195	AdoCbl variant RNA	B1	8	4.7	S1	-6.85	S2	-10.5
bpRNA_RFAM_2491	60867	RNA Fragment	B2	8	4.7	S6	-5.4	S7	-6.0
bpRNA_RFAM_2491	60867	RNA Fragment	B4	3	3.2	S11	-3.3	S12	-1.75
bpRNA_RFAM_2491	60867	RNA Fragment	B7	2	2.8	S13	-5.05	S12	-1.75
bpRNA_RFAM_16564	74940	snoRNA	B1	1	1.3	S5	-2.55	S6	-5.6
bpRNA_RFAM_13498	71874	snoRNA	B1	1	2.7	S3	-0.87	S4	-2.4
bpRNA_RFAM_36590	94966	miRNA	B1	1	1.6	S3	-1.97	S4	-11.85
bpRNA_RFAM_2768	61144	RNA Fragment	B1	1	0.4	S3	-2.55	S4	-8.55
bpRNA_RFAM_2768	61144	RNA Fragment	B2	8	4.7	S5	-7.6	S6	-10.9
bpRNA_RFAM_2768	61144	RNA Fragment	B4	3	3.2	S10	-3.3	S11	-1.75
bpRNA_RFAM_22631	81007	Riboswitch	B1	1	0.5	S3	-5.95	S4	-5.7
bpRNA_RFAM_22631	81007	Riboswitch	B2	2	2.8	S5	-3.35	S4	-5.7
bpRNA_RFAM_27434	85810	Bacterial sRNA	B2	5	4.0	S21	-2.05	S22	-8.45
bpRNA_RFAM_27434	85810	Bacterial sRNA	B3	1	1.7	S29	-7.3	S28	-6.75
bpRNA_RFAM_27434	85810	Bacterial sRNA	B4	1	0.4	S27	-1.97	S26	-9.25
bpRNA_RFAM_27434	85810	Bacterial sRNA	B5	1	1.7	S8	-4.8	S7	-6.7
bpRNA_RFAM_16949	75325	Ribosomal RNA	B1	7	4.6	S2	-5.05	S1	-11.25
bpRNA_RFAM_22084	80460	miRNA	B1	1	1.4	S3	-10.05	S4	-6.45
bpRNA_RFAM_22084	80460	miRNA	B2	10	4.9	S2	-10.0	S1	-9.35
bpRNA_RFAM_40346	98722	Bacterial sRNA	B1	1	1.4	S3	-7.8	S2	-9.22
bpRNA_RFAM_622	58998	5S	B1	2	2.8	S6	-1.95	S5	-7.65
bpRNA_RFAM_37652	96028	Group II intron	B1	11	5.0	S5	-6.6	S6	-8.35
bpRNA_RFAM_37652	96028	Group II intron	B2	1	1.7	S5	-6.6	S4	-12.65
bpRNA_RFAM_6556	64932	snoRNA	B1	1	0.4	S1	-4.2	S2	-14.4
bpRNA_RFAM_34484	92860	yjdF RNA	B1	1	1.4	S2	-2.2	S3	-7.5
bpRNA_RFAM_31681	90057	TwoAYGGAY RNA	B1	1	2.5	S1	-13.1	S2	-0.6
bpRNA_RFAM_37986	96362	Group II intron	B4	15	5.4	S12	-8.65	S11	-12.75
bpRNA_RFAM_19627	78003	miRNA	B2	2	2.8	S4	-12.55	S5	-5.6
bpRNA_RFAM_41631	100007	Bacterial sRNA	B4	2	2.8	S5	-5.05	S4	-1.97
bpRNA_RFAM_36325	94701	Signal Recognition Particle RNA	B2	1	2.3	S9	-12.9	S10	-2.6
bpRNA_RFAM_39448	97824	IMES-2 RNA motif	B1	1	0.4	S2	-4.2	S3	-3.3
bpRNA_RFAM_35368	93744	RNA Fragment	B1	1	1.7	S5	-8.8	S4	-5.27
bpRNA_RFAM_29362	87738	Downstream peptide RNA	B1	1	0.4	S3	-3.3	S2	-9.6
bpRNA_RFAM_19745	78121	miRNA	B1	1	1.6	S4	-1.0	S5	-11.75
bpRNA_RFAM_10199	68575	internal ribosome entry site RNA	B2	1	2.3	S24	-2.5	S23	-12.55
bpRNA_RFAM_10199	68575	internal ribosome entry site RNA	B3	1	0.4	S25	-10.75	S26	-8.57
bpRNA_RFAM_35091	93467	sok antitoxin	B1	1	0.5	S1	-3.3	S2	-5.05
bpRNA_RFAM_7143	65519	GadY	B1	6	4.4	S2	-6.95	S3	-8.55
bpRNA_RFAM_7143	65519	GadY	B2	1	1.4	S4	-1.75	S3	-8.55
bpRNA_RFAM_5936	64312	internal ribosome entry site RNA	B3	1	1.7	S10	-9.1	S9	-15.25
bpRNA_RFAM_41753	100129	snoRNA	B1	1	2.5	S2	-3.2	S1	-0.55
bpRNA_RFAM_23768	82144	Pseudoknot Forming RNA	B1	14	5.3	S3	-1.95	S2	-11.45
bpRNA_RFAM_20993	79369	miRNA	B1	1	1.6	S4	-14.3	S5	-4.75
bpRNA_RFAM_21330	79706	miRNA	B1	1	0.4	S3	-1.97	S4	-1.65
bpRNA_RFAM_14512	72888	miRNA	B1	5	4.0	S4	-12.45	S3	-1.95
bpRNA_RFAM_28615	86991	Chloroflexi-1 RNA	B1	1	0.5	S1	-24.3	S2	-14.37
bpRNA_RFAM_13272	71648	Viral RNA	B1	1	0.5	S6	-6.7	S7	-11.95
bpRNA_RFAM_23655	82031	Pseudoknot Forming RNA	B1	14	5.3	S3	-1.95	S2	-14.55
bpRNA_RFAM_39575	97951	IMES-2 RNA motif	B1	1	0.4	S2	-4.2	S3	-3.3
bpRNA_RFAM_25686	84062	Bacterial sRNA	B2	1	1.6	S6	-3.5	S7	-11.05
bpRNA_RFAM_25686	84062	Bacterial sRNA	B3	1	1.7	S10	-1.95	S9	-10.2
bpRNA_RFAM_25686	84062	Bacterial sRNA	B4	4	3.6	S9	-10.2	S8	-1.95
bpRNA_RFAM_25686	84062	Bacterial sRNA	B5	1	0.4	S6	-3.5	S5	-3.45
bpRNA_RFAM_28728	87104	Clostridiales-1 RNA	B1	1	1.7	S4	-0.45	S5	-14.6
bpRNA_RFAM_31527	89903	Riboswitch	B3	11	5.0	S5	-6.7	S6	-4.6
bpRNA_RFAM_22322	80698	miRNA	B1	1	1.7	S3	-10.0	S2	-8.8
bpRNA_RFAM_39958	98334	Bacterial sRNA	B1	8	4.7	S9	0.0	S10	-21.3
bpRNA_RFAM_584	58960	5S	B1	2	2.8	S6	-1.95	S5	-8.57
bpRNA_RFAM_42895	101271	snoRNA	B3	1	0.4	S6	-9.6	S5	-3.3
bpRNA_RFAM_42895	101271	snoRNA	B6	1	1.7	S55	-2.2	S56	-1.75
bpRNA_RFAM_42895	101271	snoRNA	B8	1	2.4	S62	-2.25	S63	-13.35
bpRNA_RFAM_42895	101271	snoRNA	B15	1	1.6	S96	-4.8	S95	-13.0
bpRNA_RFAM_42895	101271	snoRNA	B17	2	2.8	S123	-6.7	S124	-1.75
bpRNA_RFAM_42895	101271	snoRNA	B18	2	2.8	S125	-9.55	S126	-4.45
bpRNA_RFAM_42895	101271	snoRNA	B19	2	2.8	S125	-9.55	S124	-1.75
bpRNA_RFAM_42895	101271	snoRNA	B20	1	0.5	S117	-1.97	S116	-17.2
bpRNA_RFAM_42895	101271	snoRNA	B22	1	1.4	S135	-9.0	S136	-2.1
bpRNA_RFAM_42895	101271	snoRNA	B27	2	2.8	S137	-5.2	S136	-2.1
bpRNA_RFAM_42895	101271	snoRNA	B33	1	1.4	S171	-4.6	S170	-6.35
bpRNA_RFAM_42895	101271	snoRNA	B34	2	2.8	S178	-7.3	S177	-9.55
bpRNA_RFAM_42895	101271	snoRNA	B36	1	0.5	S185	-5.25	S184	-7.7
bpRNA_RFAM_42895	101271	snoRNA	B37	1	2.3	S184	-7.7	S183	-4.95
bpRNA_RFAM_34640	93016	Enterobacteria rnk leader	B1	1	1.7	S1	-3.3	S2	-6.25
bpRNA_RFAM_38160	96536	Group II intron	B2	1	0.4	S6	-5.45	S5	-1.65
bpRNA_RFAM_9264	67640	Riboswitch	B1	8	4.7	S8	-15.6	S9	-6.7
bpRNA_RFAM_37496	95872	Group II intron	B1	5	4.0	S6	0.4	S5	-8.05
bpRNA_RFAM_6792	65168	miRNA	B1	1	0.373	S2	-3.3	S3	-1.95
bpRNA_RFAM_25830	84206	snoRNA	B1	1	1.7	S5	-7.35	S6	-2.97
bpRNA_RFAM_25830	84206	snoRNA	B2	1	1.7	S8	-17.0	S7	-3.55
bpRNA_RFAM_22240	80616	miRNA	B3	1	0.5	S5	-2.85	S4	-7.25
bpRNA_RFAM_3597	61973	Y RNA	B1	1	1.073	S1	-11.85	S2	-0.85
bpRNA_RFAM_2319	60695	RNA Fragment	B1	4	3.6	S2	-5.25	S1	-2.55
bpRNA_RFAM_13310	71686	RtT RNA	B1	1	1.3	S3	-0.95	S4	-1.5
bpRNA_RFAM_36218	94594	Signal Recognition Particle RNA	B4	1	2.7	S17	-2.1	S18	-7.75
bpRNA_RFAM_36218	94594	Signal Recognition Particle RNA	B6	3	3.2	S17	-2.1	S16	-13.3
bpRNA_RFAM_36218	94594	Signal Recognition Particle RNA	B8	1	2.8	S14	-4.15	S13	-2.2
bpRNA_RFAM_6846	65222	snoRNA	B1	2	2.8	S2	-1.65	S1	-5.35
bpRNA_RFAM_39417	97793	IMES-2 RNA motif	B1	1	0.4	S2	-4.2	S3	-3.3
bpRNA_RFAM_39582	97958	IMES-2 RNA motif	B1	1	0.4	S2	-4.2	S3	-3.3
bpRNA_RFAM_15256	73632	Viral RNA	B2	3	3.2	S3	-11.95	S4	-3.7
bpRNA_RFAM_41699	100075	Heat shock protein 83 3' UTR	B1	1	1.7	S3	-4.8	S4	-7.7
bpRNA_RFAM_41699	100075	Heat shock protein 83 3' UTR	B5	1	1.7	S13	-2.9	S14	-3.3
bpRNA_RFAM_41699	100075	Heat shock protein 83 3' UTR	B8	1	1.7	S13	-2.9	S12	-7.0
bpRNA_RFAM_41699	100075	Heat shock protein 83 3' UTR	B12	1	0.5	S27	-15.0	S26	-1.65
bpRNA_RFAM_41699	100075	Heat shock protein 83 3' UTR	B15	1	1.7	S19	-7.5	S18	-6.5
bpRNA_RFAM_33188	91564	livK RNA	B1	1	1.4	S2	-4.05	S3	-11.9
bpRNA_RFAM_33188	91564	livK RNA	B2	2	2.8	S4	-6.7	S3	-11.9
bpRNA_RFAM_3402	61778	Signal Recognition Particle RNA	B3	1	2.3	S6	-4.2	S7	-5.8
bpRNA_RFAM_3402	61778	Signal Recognition Particle RNA	B6	1	0.5	S11	-3.3	S12	-7.7
bpRNA_RFAM_27229	85605	snoRNA	B1	1	2.4	S3	-4.15	S4	-5.05
bpRNA_RFAM_8952	67328	Viral RNA	B1	1	2.3	S6	-4.05	S7	-4.95
bpRNA_RFAM_573	58949	5S	B1	2	2.8	S6	-1.95	S5	-7.65
bpRNA_RFAM_40017	98393	miRNA	B1	1	0.5	S5	-3.6	S4	-1.95
bpRNA_RFAM_42862	101238	snoRNA	B4	1	1.6	S7	-2.1	S6	-10.97
bpRNA_RFAM_42862	101238	snoRNA	B5	1	0.4	S6	-10.97	S5	-3.3
bpRNA_RFAM_42862	101238	snoRNA	B8	1	1.4	S53	-2.97	S54	-1.95
bpRNA_RFAM_42862	101238	snoRNA	B10	1	2.4	S60	-2.25	S61	-11.8
bpRNA_RFAM_42862	101238	snoRNA	B26	2	2.8	S123	-5.05	S124	-1.75
bpRNA_RFAM_42862	101238	snoRNA	B27	2	2.8	S125	-9.55	S126	-3.6
bpRNA_RFAM_42862	101238	snoRNA	B28	2	2.8	S125	-9.55	S124	-1.75
bpRNA_RFAM_42862	101238	snoRNA	B29	1	0.5	S117	-1.97	S116	-14.8
bpRNA_RFAM_42862	101238	snoRNA	B31	1	2.9	S135	-8.7	S136	-2.1
bpRNA_RFAM_42862	101238	snoRNA	B34	1	1.7	S156	-8.9	S157	-7.75
bpRNA_RFAM_42862	101238	snoRNA	B35	2	2.8	S137	-5.2	S136	-2.1
bpRNA_RFAM_42862	101238	snoRNA	B41	1	1.4	S170	-4.6	S169	-6.35
bpRNA_RFAM_42862	101238	snoRNA	B42	2	2.8	S177	-7.3	S176	-9.55
bpRNA_RFAM_20859	79235	miRNA	B2	1	3.3	S5	-2.82	S6	-7.45
bpRNA_RFAM_37503	95879	Group II intron	B3	5	4.0	S6	-1.65	S5	-8.05
bpRNA_RFAM_31629	90005	TwoAYGGAY RNA	B1	1	1.7	S1	-14.3	S2	-0.6
bpRNA_RFAM_18001	76377	snoRNA	B1	1	0.5	S3	-6.7	S2	-15.05
bpRNA_RFAM_43138	101514	Ribosomal RNA	B2	1	2.4	S10	-3.7	S11	-6.5
bpRNA_RFAM_43138	101514	Ribosomal RNA	B4	1	1.7	S13	-3.3	S12	-8.35
bpRNA_RFAM_43138	101514	Ribosomal RNA	B5	1	2.7	S10	-3.7	S9	-0.45
bpRNA_RFAM_43138	101514	Ribosomal RNA	B8	1	0.5	S35	-2.7	S34	-2.05
bpRNA_RFAM_43138	101514	Ribosomal RNA	B10	1	1.4	S46	-2.2	S47	-1.95
bpRNA_RFAM_43138	101514	Ribosomal RNA	B16	1	0.5	S67	-6.6	S68	-13.95
bpRNA_RFAM_43138	101514	Ribosomal RNA	B32	2	2.8	S133	-6.7	S134	-1.75
bpRNA_RFAM_43138	101514	Ribosomal RNA	B35	2	2.8	S135	-5.65	S134	-1.75
bpRNA_RFAM_43138	101514	Ribosomal RNA	B36	1	0.5	S127	-1.97	S126	-13.4
bpRNA_RFAM_43138	101514	Ribosomal RNA	B38	1	1.6	S146	-7.5	S147	-2.1
bpRNA_RFAM_43138	101514	Ribosomal RNA	B42	2	2.8	S169	-7.4	S170	-6.15
bpRNA_RFAM_43138	101514	Ribosomal RNA	B43	2	2.8	S148	-5.2	S147	-2.1
bpRNA_RFAM_21103	79479	miRNA	B1	4	3.6	S1	-11.5	S2	-4.6
bpRNA_RFAM_9008	67384	Riboswitch	B1	5	4.0	S8	-11.85	S9	-6.7
bpRNA_RFAM_5728	64104	snoRNA	B1	1	1.7	S2	-10.35	S3	-10.0
bpRNA_RFAM_5728	64104	snoRNA	B3	1	2.3	S7	-10.0	S6	-6.1
bpRNA_RFAM_42900	101276	snoRNA	B3	1	0.5	S7	-1.95	S6	-9.6
bpRNA_RFAM_42900	101276	snoRNA	B4	1	0.4	S6	-9.6	S5	-3.3
bpRNA_RFAM_42900	101276	snoRNA	B8	1	2.5	S55	-5.95	S56	-2.2
bpRNA_RFAM_42900	101276	snoRNA	B9	1	1.4	S56	-2.2	S57	-1.95
bpRNA_RFAM_42900	101276	snoRNA	B14	1	2.4	S69	-12.9	S70	-0.05
bpRNA_RFAM_42900	101276	snoRNA	B17	1	0.5	S76	-6.6	S77	-22.1
bpRNA_RFAM_42900	101276	snoRNA	B21	2	2.8	S125	-6.7	S126	-1.75
bpRNA_RFAM_42900	101276	snoRNA	B22	2	2.8	S127	-11.05	S128	-4.95
bpRNA_RFAM_42900	101276	snoRNA	B23	2	2.8	S127	-11.05	S126	-1.75
bpRNA_RFAM_42900	101276	snoRNA	B24	1	1.7	S119	-0.55	S118	-14.05
bpRNA_RFAM_42900	101276	snoRNA	B26	1	0.5	S137	-9.0	S138	-3.3
bpRNA_RFAM_42900	101276	snoRNA	B31	2	2.8	S139	-5.2	S138	-3.3
bpRNA_RFAM_42900	101276	snoRNA	B37	1	1.4	S173	-4.6	S172	-7.9
bpRNA_RFAM_42900	101276	snoRNA	B38	2	2.8	S180	-7.3	S179	-9.7
bpRNA_RFAM_42900	101276	snoRNA	B40	1	0.5	S187	-5.25	S186	-6.6
bpRNA_RFAM_42900	101276	snoRNA	B41	1	2.3	S186	-6.6	S185	-2.95
bpRNA_RFAM_6765	65141	miRNA	B1	1	0.373	S2	-3.3	S3	-1.95
bpRNA_RFAM_411	58787	5S	B1	2	2.8	S6	-1.95	S5	-7.45
bpRNA_RFAM_40175	98551	Bacterial antisense RNA HPnc0260	B1	1	0.5	S4	-1.97	S5	-7.6
bpRNA_RFAM_3560	61936	Y RNA	B1	1	1.073	S1	-13.45	S2	-0.85
bpRNA_RFAM_23814	82190	Pseudoknot Forming RNA	B1	14	5.3	S3	-1.95	S2	-14.35
bpRNA_RFAM_14643	73019	miRNA	B2	1	1.6	S5	-6.5	S6	-7.05
bpRNA_RFAM_38197	96573	Group II intron	B4	1	2.5	S10	-2.1	S9	-4.6
bpRNA_RFAM_12944	71320	ykoK leader	B1	4	3.6	S2	-1.75	S3	-6.15
bpRNA_RFAM_12944	71320	ykoK leader	B3	5	4.0	S4	-2.97	S3	-6.15
bpRNA_RFAM_35039	93415	sok antitoxin	B1	1	0.5	S1	-3.3	S2	-5.05
bpRNA_RFAM_20516	78892	miRNA	B1	1	1.6	S2	-1.65	S3	-12.95
bpRNA_RFAM_10131	68507	internal ribosome entry site RNA	B1	1	0.5	S6	-5.95	S5	-5.6
bpRNA_RFAM_14997	73373	Hepatitis C stem-loop IV	B1	1	0.4	S1	-1.65	S2	-21.4
bpRNA_RFAM_38353	96729	Group II intron	B1	3	3.2	S6	-4.15	S5	-4.8
bpRNA_RFAM_38353	96729	Group II intron	B2	1	2.5	S5	-4.8	S4	-6.7
bpRNA_RFAM_43167	101543	Ribosomal RNA	B2	1	1.7	S10	-5.55	S9	-5.47
bpRNA_RFAM_43167	101543	Ribosomal RNA	B6	1	1.4	S18	-3.3	S19	-2.97
bpRNA_RFAM_43167	101543	Ribosomal RNA	B10	1	2.7	S41	-1.35	S40	-2.7
bpRNA_RFAM_43167	101543	Ribosomal RNA	B11	1	2.3	S40	-2.7	S39	-3.3
bpRNA_RFAM_43167	101543	Ribosomal RNA	B12	1	2.4	S50	-4.75	S51	-2.4
bpRNA_RFAM_43167	101543	Ribosomal RNA	B13	1	1.4	S51	-2.4	S52	-1.95
bpRNA_RFAM_43167	101543	Ribosomal RNA	B17	1	1.7	S64	-5.35	S65	-9.2
bpRNA_RFAM_43167	101543	Ribosomal RNA	B20	1	0.5	S73	-4.95	S74	-14.55
bpRNA_RFAM_43167	101543	Ribosomal RNA	B21	1	1.7	S83	-11.75	S84	-2.97
bpRNA_RFAM_43167	101543	Ribosomal RNA	B27	1	2.8	S126	-7.7	S125	-3.25
bpRNA_RFAM_43167	101543	Ribosomal RNA	B30	2	2.8	S137	-6.7	S138	-1.75
bpRNA_RFAM_43167	101543	Ribosomal RNA	B33	2	2.8	S139	-5.65	S138	-1.75
bpRNA_RFAM_43167	101543	Ribosomal RNA	B34	1	0.5	S131	-1.97	S130	-13.4
bpRNA_RFAM_43167	101543	Ribosomal RNA	B36	1	1.6	S150	-7.5	S151	-2.1
bpRNA_RFAM_43167	101543	Ribosomal RNA	B40	3	3.2	S173	-7.0	S174	-1.77
bpRNA_RFAM_43167	101543	Ribosomal RNA	B41	2	2.8	S152	-5.2	S151	-2.1
bpRNA_RFAM_43167	101543	Ribosomal RNA	B47	1	1.4	S187	-4.6	S186	-6.35
bpRNA_RFAM_14487	72863	miRNA	B1	5	4.0	S4	-14.45	S3	-1.95
bpRNA_RFAM_6658	65034	7SK RNA	B1	2	2.8	S7	-4.95	S8	-5.47
bpRNA_RFAM_6658	65034	7SK RNA	B2	1	1.4	S9	-5.05	S8	-5.47
bpRNA_RFAM_6658	65034	7SK RNA	B3	2	2.8	S7	-4.95	S6	-3.3
bpRNA_RFAM_6658	65034	7SK RNA	B4	1	1.7	S12	-8.1	S13	-2.97
bpRNA_RFAM_6658	65034	7SK RNA	B5	4	3.6	S14	-2.0	S15	-5.25
bpRNA_RFAM_12454	70830	RNA Fragment	B1	1	0.5	S4	-2.65	S5	-10.9
bpRNA_RFAM_12454	70830	RNA Fragment	B2	8	4.7	S6	-5.6	S7	-10.0
bpRNA_RFAM_12454	70830	RNA Fragment	B3	2	2.8	S13	-14.15	S12	-4.15
bpRNA_RFAM_12454	70830	RNA Fragment	B4	1	2.9	S2	-2.1	S1	-11.5
bpRNA_RFAM_13123	71499	Viral RNA	B1	2	2.8	S4	-2.97	S5	-5.27
bpRNA_RFAM_28854	87230	Cyano-1 RNA	B1	1	0.5	S3	-4.3	S2	-6.6
bpRNA_RFAM_39624	98000	IMES-2 RNA motif	B1	1	0.4	S2	-4.2	S3	-3.3
bpRNA_RFAM_35104	93480	sok antitoxin	B1	1	0.5	S1	-3.3	S2	-5.05
bpRNA_RFAM_12879	71255	ykoK leader	B1	4	3.6	S2	-1.75	S3	-6.15
bpRNA_RFAM_12879	71255	ykoK leader	B2	5	4.0	S8	-8.25	S7	-1.65
bpRNA_RFAM_12879	71255	ykoK leader	B3	5	4.0	S4	-2.05	S3	-6.15
bpRNA_RFAM_12879	71255	ykoK leader	B4	4	3.6	S2	-1.75	S1	-6.6
bpRNA_RFAM_37971	96347	Group II intron	B1	11	5.0	S5	-7.55	S6	-10.55
bpRNA_RFAM_37971	96347	Group II intron	B3	3	3.2	S5	-7.55	S4	-8.5
bpRNA_RFAM_28936	87312	Cyano-1 RNA	B1	1	1.7	S4	-4.3	S3	-4.05
bpRNA_RFAM_2048	60424	Vault RNA	B1	1	1.4	S2	-10.0	S3	-9.1
bpRNA_RFAM_26663	85039	ncRNA	B1	1	1.7	S2	-4.95	S3	-4.45
bpRNA_RFAM_26663	85039	ncRNA	B2	20	5.7	S20	-4.1	S21	-4.8
bpRNA_RFAM_26663	85039	ncRNA	B3	1	1.7	S23	-4.95	S22	-8.5
bpRNA_RFAM_26663	85039	ncRNA	B4	1	2.9	S22	-8.5	S21	-4.8
bpRNA_RFAM_36149	94525	Mitochondrial DNA control region secondary structure A	B1	1	0.5	S2	-3.3	S1	-11.45
bpRNA_RFAM_11834	70210	snoRNA	B1	2	2.8	S1	-0.2	S2	-5.7
bpRNA_RFAM_37813	96189	Group II intron	B1	11	5.0	S5	-9.25	S6	-9.1
bpRNA_RFAM_35066	93442	sok antitoxin	B1	1	0.5	S1	-3.3	S2	-6.7
bpRNA_RFAM_8442	66818	Viral RNA	B1	2	2.8	S4	-3.3	S3	-1.97
bpRNA_RFAM_43005	101381	Ribosomal RNA	B2	1	1.7	S15	-4.6	S14	-7.3
bpRNA_RFAM_43005	101381	Ribosomal RNA	B3	1	1.4	S17	-9.25	S16	-2.1
bpRNA_RFAM_43005	101381	Ribosomal RNA	B6	1	0.5	S7	-12.8	S6	-3.3
bpRNA_RFAM_43005	101381	Ribosomal RNA	B7	1	2.3	S55	-5.7	S56	-9.8
bpRNA_RFAM_43005	101381	Ribosomal RNA	B16	1	2.3	S74	-2.1	S73	-3.3
bpRNA_RFAM_43005	101381	Ribosomal RNA	B24	1	2.4	S78	-6.8	S79	-6.7
bpRNA_RFAM_43005	101381	Ribosomal RNA	B28	1	2.4	S119	-9.75	S120	-3.3
bpRNA_RFAM_43005	101381	Ribosomal RNA	B30	2	2.8	S138	-6.7	S139	-1.75
bpRNA_RFAM_43005	101381	Ribosomal RNA	B31	2	2.8	S140	-11.05	S141	-5.35
bpRNA_RFAM_43005	101381	Ribosomal RNA	B32	2	2.8	S140	-11.05	S139	-1.75
bpRNA_RFAM_43005	101381	Ribosomal RNA	B34	1	1.3	S132	-1.97	S131	-12.9
bpRNA_RFAM_43005	101381	Ribosomal RNA	B35	1	1.7	S150	-12.9	S151	-5.25
bpRNA_RFAM_43005	101381	Ribosomal RNA	B36	1	0.5	S153	-9.0	S154	-3.3
bpRNA_RFAM_43005	101381	Ribosomal RNA	B42	2	2.8	S155	-7.6	S154	-3.3
bpRNA_RFAM_43005	101381	Ribosomal RNA	B48	1	1.4	S188	-4.6	S187	-5.5
bpRNA_RFAM_43005	101381	Ribosomal RNA	B49	2	2.8	S195	-10.45	S194	-9.55
bpRNA_RFAM_43005	101381	Ribosomal RNA	B52	1	2.3	S203	-10.1	S202	-2.95
bpRNA_RFAM_5615	63991	miRNA	B1	1	2.4	S2	-6.6	S3	-5.35
bpRNA_RFAM_22111	80487	miRNA	B1	1	0.5	S1	-6.75	S2	-4.0
bpRNA_RFAM_22111	80487	miRNA	B2	2	2.8	S7	-10.5	S6	-18.65
bpRNA_RFAM_22111	80487	miRNA	B3	1	0.073	S6	-18.65	S5	-2.05
bpRNA_RFAM_22111	80487	miRNA	B4	1	0.5	S3	-10.8	S2	-4.0
bpRNA_RFAM_29639	88015	Downstream peptide RNA	B1	1	0.4	S3	-3.3	S2	-12.9
bpRNA_RFAM_8217	66593	Riboswitch	B1	1	1.7	S4	-5.05	S5	-5.5
bpRNA_RFAM_24843	83219	snoRNA	B1	1	2.4	S2	-3.2	S3	-5.15
bpRNA_RFAM_24843	83219	snoRNA	B2	1	1.4	S2	-3.2	S1	-5.55
bpRNA_RFAM_24843	83219	snoRNA	B3	1	2.9	S7	-2.1	S8	-4.6
bpRNA_RFAM_24843	83219	snoRNA	B4	3	3.2	S14	-15.25	S15	-12.3
bpRNA_RFAM_24843	83219	snoRNA	B6	1	3.2	S20	-0.95	S21	-12.15
bpRNA_RFAM_24843	83219	snoRNA	B7	5	4.0	S26	-15.0	S25	-4.5
bpRNA_RFAM_24843	83219	snoRNA	B8	5	4.0	S24	-8.5	S23	-5.65
bpRNA_RFAM_24843	83219	snoRNA	B10	1	0.4	S7	-2.1	S6	-1.97
bpRNA_RFAM_24843	83219	snoRNA	B11	2	2.8	S29	-5.0	S30	-10.95
bpRNA_RFAM_24843	83219	snoRNA	B12	2	2.8	S31	-9.6	S32	-10.25
bpRNA_RFAM_24843	83219	snoRNA	B13	1	2.3	S33	-9.35	S32	-10.25
bpRNA_RFAM_24843	83219	snoRNA	B14	3	3.2	S31	-9.6	S30	-10.95
bpRNA_RFAM_33519	91895	msiK RNA	B2	11	5.0	S2	-4.85	S3	-14.05
bpRNA_RFAM_17166	75542	snoRNA	B1	1	2.3	S4	-8.35	S3	-14.1
bpRNA_RFAM_12363	70739	Pospiviroid RY motif stem loop	B1	1	0.5	S2	-4.35	S1	-2.97
bpRNA_RFAM_22744	81120	Riboswitch	B1	1	0.5	S3	-8.35	S4	-5.7
bpRNA_RFAM_22744	81120	Riboswitch	B2	2	2.8	S5	-3.35	S4	-5.7
bpRNA_RFAM_14049	72425	snoRNA	B2	2	2.8	S3	-8.0	S2	-5.25
bpRNA_RFAM_14049	72425	snoRNA	B3	1	2.5	S5	-3.9	S6	-12.45
bpRNA_RFAM_9499	67875	Ribosomal RNA	B1	1	1.7	S2	-7.9	S3	-10.55
bpRNA_RFAM_9499	67875	Ribosomal RNA	B2	1	1.7	S7	-4.3	S8	-5.5
bpRNA_RFAM_9499	67875	Ribosomal RNA	B8	2	2.8	S23	-5.05	S24	-14.45
bpRNA_RFAM_9499	67875	Ribosomal RNA	B9	3	3.2	S26	-7.0	S25	-9.1
bpRNA_RFAM_9499	67875	Ribosomal RNA	B11	1	1.3	S5	-1.4	S4	-14.9
bpRNA_RFAM_9499	67875	Ribosomal RNA	B13	6	4.4	S38	-11.0	S39	-8.0
bpRNA_RFAM_9499	67875	Ribosomal RNA	B16	1	0.5	S46	-10.2	S47	-1.97
bpRNA_RFAM_9499	67875	Ribosomal RNA	B17	2	2.8	S48	-10.9	S47	-1.97
bpRNA_RFAM_9499	67875	Ribosomal RNA	B20	3	3.2	S58	-13.4	S59	-2.05
bpRNA_RFAM_9499	67875	Ribosomal RNA	B21	1	3.3	S67	-3.6	S68	-17.8
bpRNA_RFAM_9499	67875	Ribosomal RNA	B22	1	0.5	S79	-3.3	S80	-5.05
bpRNA_RFAM_9499	67875	Ribosomal RNA	B23	2	2.8	S80	-5.05	S81	-1.65
