rna_name	rna_id	rna_type	InternalLoopLabel	loopEnergy	label5p	energy5p	label3p	energy3p
bpRNA_CRW_3766	3766	16S	I16	0.2	S61	-2.05	S62	-7.5
bpRNA_CRW_3766	3766	16S	I19	0.8	S90	-10.85	S91	-3.3
bpRNA_CRW_9095	9095	16S	I7	3.0	S29	-5.7	S30	-5.95
bpRNA_CRW_9095	9095	16S	I8	2.1	S31	-6.25	S32	-5.65
bpRNA_CRW_9095	9095	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_9095	9095	16S	I20	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_13767	13767	16S	I1	2.1	S1	-6.55	S2	-3.75
bpRNA_CRW_13767	13767	16S	I10	2.9	S22	-12.5	S23	-4.35
bpRNA_CRW_13767	13767	16S	I11	0.2	S27	-2.05	S28	-7.5
bpRNA_CRW_9100	9100	16S	I7	3.0	S29	-5.7	S30	-5.95
bpRNA_CRW_9100	9100	16S	I8	2.1	S31	-6.25	S32	-5.65
bpRNA_CRW_9100	9100	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_9100	9100	16S	I20	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_5620	5620	16S	I4	3.7	S22	-5.25	S23	-8.05
bpRNA_CRW_5620	5620	16S	I5	2.8	S24	-6.55	S25	-5.85
bpRNA_CRW_5620	5620	16S	I15	3.0	S59	-17.8	S60	-1.75
bpRNA_CRW_54654	54654	Group II intron	I2	3.7	S8	-8.65	S9	-9.0
bpRNA_CRW_54654	54654	Group II intron	I6	2.5	S25	-9.2	S26	-6.7
bpRNA_CRW_10648	10648	16S	I2	3.0	S10	-5.7	S11	-5.95
bpRNA_CRW_10648	10648	16S	I3	2.1	S12	-6.25	S13	-3.75
bpRNA_CRW_10648	10648	16S	I9	5.2	S26	-10.8	S27	-11.55
bpRNA_CRW_20196	20196	16S	I4	1.5	S24	-7.4	S25	-3.3
bpRNA_CRW_20196	20196	16S	I6	1.7	S29	-3.6	S30	-2.97
bpRNA_CRW_2384	2384	16S	I5	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_2384	2384	16S	I15	0.2	S59	-2.05	S60	-7.5
bpRNA_CRW_2384	2384	16S	I17	3.0	S68	-17.8	S69	-1.75
bpRNA_CRW_2384	2384	16S	I18	0.8	S87	-10.95	S88	-3.3
bpRNA_CRW_7278	7278	16S	I5	3.7	S27	-5.25	S28	-8.05
bpRNA_CRW_7278	7278	16S	I6	2.8	S29	-6.55	S30	-5.85
bpRNA_CRW_7278	7278	16S	I16	3.0	S64	-16.3	S65	-1.75
bpRNA_CRW_7278	7278	16S	I21	0.3	S91	-2.97	S92	-6.6
bpRNA_CRW_7181	7181	16S	I5	3.7	S28	-5.25	S29	-8.05
bpRNA_CRW_7181	7181	16S	I6	2.8	S30	-6.55	S31	-5.85
bpRNA_CRW_7181	7181	16S	I16	3.0	S65	-16.3	S66	-1.75
bpRNA_CRW_7181	7181	16S	I21	0.3	S92	-2.97	S93	-6.6
bpRNA_CRW_54980	54980	16S	I5	3.7	S31	-2.95	S32	-5.3
bpRNA_CRW_54980	54980	16S	I15	0.9	S60	-2.05	S61	-8.25
bpRNA_CRW_54980	54980	16S	I20	3.0	S91	1.1	S92	-2.85
bpRNA_CRW_54980	54980	16S	I21	2.6	S92	-2.85	S93	-6.15
bpRNA_CRW_8477	8477	16S	I5	3.0	S28	-6.6	S29	-8.05
bpRNA_CRW_8477	8477	16S	I6	2.1	S30	-7.8	S31	-8.65
bpRNA_CRW_8477	8477	16S	I17	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_4357	4357	16S	I2	1.3	S10	-0.22	S11	-7.6
bpRNA_CRW_4357	4357	16S	I6	3.7	S29	-5.05	S30	-8.05
bpRNA_CRW_4357	4357	16S	I15	0.2	S57	-2.05	S58	-7.5
bpRNA_CRW_4357	4357	16S	I17	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_4357	4357	16S	I18	0.8	S85	-15.25	S86	-3.3
bpRNA_CRW_12210	12210	16S	I6	3.0	S22	-5.7	S23	-5.95
bpRNA_CRW_12210	12210	16S	I7	2.1	S24	-6.55	S25	-3.75
bpRNA_CRW_55323	55323	23S	I2	2.9	S16	-10.75	S17	0.03
bpRNA_CRW_55323	55323	23S	I4	1.3	S37	-5.65	S38	-5.55
bpRNA_CRW_55323	55323	23S	I7	1.9	S43	-14.25	S44	-2.8
bpRNA_CRW_55323	55323	23S	I8	1.5	S50	-5.65	S51	-8.35
bpRNA_CRW_55323	55323	23S	I9	1.3	S53	-5.9	S54	-9.85
bpRNA_CRW_55323	55323	23S	I10	1.2	S57	-5.7	S58	-0.95
bpRNA_CRW_55323	55323	23S	I12	2.1	S63	-5.65	S64	-14.05
bpRNA_CRW_55323	55323	23S	I24	3.0	S106	-11.75	S107	-1.65
bpRNA_CRW_55323	55323	23S	I28	2.3	S120	-12.1	S121	-3.5
bpRNA_CRW_55323	55323	23S	I33	5.1	S135	-7.7	S136	-11.2
bpRNA_CRW_55323	55323	23S	I37	3.0	S160	-5.4	S161	0.0
bpRNA_CRW_55323	55323	23S	I39	7.1	S169	-9.25	S170	-2.97
bpRNA_CRW_55323	55323	23S	I41	3.0	S181	-1.95	S182	-11.4
bpRNA_CRW_55323	55323	23S	I48	4.5	S217	-5.4	S218	0.23
bpRNA_CRW_3927	3927	16S	I1	3.7	S8	-5.05	S9	-4.55
bpRNA_CRW_3927	3927	16S	I11	1.8	S51	-6.55	S52	-2.97
bpRNA_CRW_15860	15860	5S	I1	0.7	S3	-15.7	S4	-4.3
bpRNA_CRW_17015	17015	16S	I7	3.7	S29	-5.05	S30	-7.95
bpRNA_CRW_17015	17015	16S	I8	2.8	S31	-6.55	S32	-2.77
bpRNA_CRW_17015	17015	16S	I18	3.0	S64	-15.25	S65	-1.75
bpRNA_CRW_1152	1152	16S	I2	2.1	S10	-0.95	S11	-8.65
bpRNA_CRW_1152	1152	16S	I6	3.7	S29	-5.05	S30	-8.05
bpRNA_CRW_1152	1152	16S	I7	2.1	S31	-7.8	S32	-5.85
bpRNA_CRW_1152	1152	16S	I15	0.2	S57	-2.05	S58	-7.5
bpRNA_CRW_1152	1152	16S	I17	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_1152	1152	16S	I18	0.8	S85	-10.85	S86	-3.3
bpRNA_CRW_14058	14058	16S	I7	3.0	S27	-5.7	S28	-8.05
bpRNA_CRW_14058	14058	16S	I8	2.1	S29	-6.25	S30	-5.3
bpRNA_CRW_14058	14058	16S	I17	2.9	S50	-11.0	S51	-4.35
bpRNA_CRW_14058	14058	16S	I20	3.0	S64	-15.7	S65	-1.75
bpRNA_CRW_5896	5896	16S	I4	3.7	S17	-5.25	S18	-7.95
bpRNA_CRW_5896	5896	16S	I5	2.8	S19	-6.55	S20	-5.85
bpRNA_CRW_5896	5896	16S	I15	3.0	S54	-17.8	S55	-1.75
bpRNA_CRW_1030	1030	16S	I5	3.7	S29	-5.05	S30	-8.05
bpRNA_CRW_1030	1030	16S	I14	0.2	S57	-2.05	S58	-7.5
bpRNA_CRW_1030	1030	16S	I16	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_1030	1030	16S	I17	0.8	S85	-10.85	S86	-3.3
bpRNA_CRW_1030	1030	16S	I20	0.9	S91	-2.97	S92	-5.05
bpRNA_CRW_17177	17177	16S	I7	3.7	S29	-5.05	S30	-7.95
bpRNA_CRW_17177	17177	16S	I8	2.8	S31	-6.55	S32	-2.77
bpRNA_CRW_17177	17177	16S	I18	3.0	S64	-15.25	S65	-1.75
bpRNA_CRW_3845	3845	16S	I5	3.7	S31	-5.05	S32	-8.05
bpRNA_CRW_3845	3845	16S	I15	0.2	S60	-2.05	S61	-7.5
bpRNA_CRW_3845	3845	16S	I17	3.0	S69	-17.8	S70	-1.75
bpRNA_CRW_3845	3845	16S	I18	0.8	S88	-10.95	S89	-3.3
bpRNA_CRW_55241	55241	16S	I4	2.3	S15	-5.05	S16	-5.05
bpRNA_CRW_55241	55241	16S	I5	3.0	S20	-3.4	S21	-4.85
bpRNA_CRW_12372	12372	16S	I4	3.0	S18	-5.7	S19	-8.05
bpRNA_CRW_12372	12372	16S	I5	2.1	S20	-6.25	S21	-5.3
bpRNA_CRW_12372	12372	16S	I14	2.9	S41	-11.0	S42	-4.35
bpRNA_CRW_4235	4235	16S	I5	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_4235	4235	16S	I18	0.8	S87	-11.35	S88	-3.3
bpRNA_CRW_4235	4235	16S	I21	0.5	S93	-2.97	S94	-5.05
bpRNA_CRW_16400	16400	5S	I1	0.7	S3	-13.8	S4	-4.3
bpRNA_CRW_54736	54736	Group I intron	I1	1.2	S2	-18.25	S3	-5.95
bpRNA_CRW_54736	54736	Group I intron	I2	3.7	S3	-5.95	S4	-4.9
bpRNA_CRW_9062	9062	16S	I7	3.0	S29	-5.7	S30	-5.95
bpRNA_CRW_9062	9062	16S	I8	2.1	S31	-6.25	S32	-5.65
bpRNA_CRW_9062	9062	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_9062	9062	16S	I20	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_5742	5742	16S	I5	3.7	S29	-5.25	S30	-8.05
bpRNA_CRW_5742	5742	16S	I6	2.8	S31	-6.55	S32	-5.85
bpRNA_CRW_5742	5742	16S	I16	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_13605	13605	16S	I7	3.0	S30	-5.7	S31	-8.05
bpRNA_CRW_13605	13605	16S	I8	2.1	S32	-6.25	S33	-7.3
bpRNA_CRW_13605	13605	16S	I17	2.9	S53	-11.0	S54	-4.35
bpRNA_CRW_13605	13605	16S	I20	3.0	S67	-15.7	S68	-1.75
bpRNA_CRW_3468	3468	16S	I5	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_3468	3468	16S	I14	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_3468	3468	16S	I17	3.0	S68	-17.8	S69	-1.75
bpRNA_CRW_3468	3468	16S	I18	0.8	S87	-13.75	S88	-3.3
bpRNA_CRW_6594	6594	16S	I5	3.7	S27	-5.25	S28	-7.95
bpRNA_CRW_6594	6594	16S	I16	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_6594	6594	16S	I20	0.9	S92	-2.97	S93	-3.35
bpRNA_CRW_749	749	16S	I2	2.1	S10	-0.22	S11	-11.95
bpRNA_CRW_749	749	16S	I6	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_749	749	16S	I15	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_749	749	16S	I17	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_749	749	16S	I18	0.8	S86	-15.25	S87	-3.3
bpRNA_CRW_8938	8938	16S	I7	3.0	S29	-5.7	S30	-8.05
bpRNA_CRW_8938	8938	16S	I8	2.1	S31	-6.25	S32	-3.75
bpRNA_CRW_8938	8938	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_8938	8938	16S	I20	3.0	S66	-15.7	S67	-1.75
bpRNA_CRW_3791	3791	16S	I2	3.0	S12	-5.8	S13	-8.05
bpRNA_CRW_3791	3791	16S	I12	0.2	S41	-2.05	S42	-7.5
bpRNA_CRW_3791	3791	16S	I14	3.0	S51	-17.8	S52	-1.75
bpRNA_CRW_3791	3791	16S	I15	0.8	S70	-11.85	S71	-3.3
bpRNA_CRW_6884	6884	16S	I5	3.7	S26	-5.25	S27	-8.05
bpRNA_CRW_6884	6884	16S	I6	2.8	S28	-6.55	S29	-5.85
bpRNA_CRW_3978	3978	16S	I5	3.7	S31	-5.05	S32	-8.05
bpRNA_CRW_3978	3978	16S	I15	0.2	S60	-2.05	S61	-7.5
bpRNA_CRW_3978	3978	16S	I17	0.8	S85	-11.35	S86	-3.3
bpRNA_CRW_3978	3978	16S	I20	1.0	S91	-2.97	S92	-5.35
bpRNA_CRW_55085	55085	16S	I6	3.0	S28	-6.7	S29	-6.0
bpRNA_CRW_55085	55085	16S	I8	0.9	S36	-7.9	S37	-1.8
bpRNA_CRW_55085	55085	16S	I9	3.4	S38	-7.4	S39	-1.8
bpRNA_CRW_55085	55085	16S	I11	-0.4	S43	-0.95	S44	-11.25
bpRNA_CRW_4308	4308	16S	I13	0.2	S44	-2.05	S45	-7.5
bpRNA_CRW_4308	4308	16S	I19	0.5	S78	-2.97	S79	-2.45
bpRNA_CRW_8428	8428	16S	I5	3.0	S28	-6.6	S29	-8.05
bpRNA_CRW_8428	8428	16S	I6	2.1	S30	-7.8	S31	-8.65
bpRNA_CRW_8428	8428	16S	I17	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_2022	2022	16S	I6	3.7	S28	-5.05	S29	-8.05
bpRNA_CRW_2022	2022	16S	I16	0.2	S57	-2.05	S58	-7.5
bpRNA_CRW_2022	2022	16S	I18	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_2022	2022	16S	I19	0.8	S85	-10.85	S86	-3.3
bpRNA_CRW_11099	11099	16S	I5	3.0	S30	-5.7	S31	-5.95
bpRNA_CRW_11099	11099	16S	I6	2.1	S32	-6.55	S33	-3.75
bpRNA_CRW_11099	11099	16S	I15	2.9	S53	-12.5	S54	-4.35
bpRNA_CRW_11099	11099	16S	I16	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_11099	11099	16S	I18	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_14165	14165	16S	I7	3.0	S30	-5.7	S31	-8.05
bpRNA_CRW_14165	14165	16S	I8	2.1	S32	-6.25	S33	-5.3
bpRNA_CRW_14165	14165	16S	I17	2.9	S53	-11.0	S54	-4.35
bpRNA_CRW_14165	14165	16S	I20	3.0	S67	-15.7	S68	-1.75
bpRNA_CRW_16910	16910	16S	I5	3.7	S27	-5.05	S28	-7.95
bpRNA_CRW_16910	16910	16S	I13	2.9	S50	-11.1	S51	-4.35
bpRNA_CRW_16910	16910	16S	I16	3.0	S64	-17.8	S65	-1.75
bpRNA_CRW_11360	11360	16S	I4	3.0	S18	-5.7	S19	-7.95
bpRNA_CRW_11360	11360	16S	I5	2.1	S20	-6.55	S21	-3.75
bpRNA_CRW_11360	11360	16S	I17	3.0	S55	-17.8	S56	-1.75
bpRNA_CRW_7227	7227	16S	I4	3.7	S22	-5.25	S23	-8.05
bpRNA_CRW_7227	7227	16S	I5	2.8	S24	-6.55	S25	-5.85
bpRNA_CRW_7227	7227	16S	I15	3.0	S59	-17.8	S60	-1.75
bpRNA_CRW_674	674	16S	I5	3.7	S29	-5.05	S30	-8.05
bpRNA_CRW_674	674	16S	I14	0.2	S57	-2.05	S58	-7.5
bpRNA_CRW_674	674	16S	I16	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_674	674	16S	I17	0.8	S85	-10.85	S86	-3.3
bpRNA_CRW_674	674	16S	I20	0.9	S91	-2.97	S92	-5.05
bpRNA_CRW_3555	3555	16S	I2	2.1	S8	-0.22	S9	-2.05
bpRNA_CRW_3555	3555	16S	I7	3.7	S28	-5.05	S29	-8.05
bpRNA_CRW_3555	3555	16S	I16	0.2	S56	-2.05	S57	-7.5
bpRNA_CRW_3555	3555	16S	I18	3.0	S63	-5.7	S64	-1.75
bpRNA_CRW_3555	3555	16S	I19	0.8	S82	-10.85	S83	-3.3
bpRNA_CRW_8805	8805	16S	I7	3.0	S24	-5.7	S25	-5.95
bpRNA_CRW_8805	8805	16S	I8	1.4	S26	-5.5	S27	-5.3
bpRNA_CRW_8805	8805	16S	I20	3.0	S61	-17.8	S62	-1.75
bpRNA_CRW_8805	8805	16S	I24	0.9	S87	-2.97	S88	-5.35
bpRNA_CRW_20230	20230	16S	I5	3.0	S28	-5.7	S29	-5.85
bpRNA_CRW_20230	20230	16S	I6	1.4	S30	-5.5	S31	-4.45
bpRNA_CRW_20230	20230	16S	I17	3.0	S66	-12.8	S67	-1.75
bpRNA_CRW_20230	20230	16S	I19	1.9	S84	-7.1	S85	-3.3
bpRNA_CRW_20230	20230	16S	I21	1.7	S89	-3.6	S90	-2.97
bpRNA_CRW_10617	10617	16S	I3	2.6	S11	-1.95	S12	-7.45
bpRNA_CRW_10617	10617	16S	I7	3.0	S30	-5.7	S31	-5.95
bpRNA_CRW_10617	10617	16S	I8	1.4	S32	-7.9	S33	-7.3
bpRNA_CRW_10617	10617	16S	I17	2.9	S53	-12.5	S54	-4.35
bpRNA_CRW_10617	10617	16S	I20	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_10617	10617	16S	I21	1.0	S77	-1.95	S78	-3.3
bpRNA_CRW_10617	10617	16S	I25	0.2	S94	-2.97	S95	-6.6
bpRNA_CRW_5586	5586	16S	I5	3.7	S26	-5.25	S27	-8.05
bpRNA_CRW_5586	5586	16S	I6	2.8	S28	-6.55	S29	-5.85
bpRNA_CRW_5586	5586	16S	I16	3.0	S63	-17.8	S64	-1.75
bpRNA_CRW_13738	13738	16S	I1	2.1	S1	-6.25	S2	-3.75
bpRNA_CRW_13738	13738	16S	I10	2.9	S22	-12.5	S23	-4.35
bpRNA_CRW_10775	10775	16S	I6	3.0	S24	-5.7	S25	-8.05
bpRNA_CRW_10775	10775	16S	I7	2.1	S26	-6.55	S27	-5.3
bpRNA_CRW_20352	20352	16S	I6	3.0	S7	-6.45	S8	-3.3
bpRNA_CRW_8967	8967	16S	I6	3.0	S31	-5.7	S32	-8.05
bpRNA_CRW_8967	8967	16S	I7	2.1	S33	-6.55	S34	-3.75
bpRNA_CRW_8967	8967	16S	I19	3.0	S69	-15.7	S70	-1.75
bpRNA_CRW_3437	3437	16S	I4	3.7	S23	-5.05	S24	-8.05
bpRNA_CRW_3437	3437	16S	I14	0.2	S52	-2.05	S53	-7.5
bpRNA_CRW_3437	3437	16S	I16	3.0	S61	-17.8	S62	-1.75
bpRNA_CRW_3437	3437	16S	I17	0.8	S80	-10.95	S81	-3.3
bpRNA_CRW_716	716	16S	I5	3.7	S28	-5.05	S29	-8.05
bpRNA_CRW_716	716	16S	I14	0.2	S56	-2.05	S57	-7.5
bpRNA_CRW_716	716	16S	I16	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_716	716	16S	I17	0.8	S84	-15.25	S85	-3.3
bpRNA_CRW_54769	54769	16S	I5	3.0	S27	-4.3	S28	-10.15
bpRNA_CRW_54769	54769	16S	I10	-0.8	S47	-1.97	S48	-13.3
bpRNA_CRW_54769	54769	16S	I19	1.8	S86	-5.8	S87	-2.97
bpRNA_CRW_54769	54769	16S	I20	1.3	S87	-2.97	S88	-6.9
bpRNA_CRW_54769	54769	16S	I27	0.9	S97	-13.7	S98	-14.27
bpRNA_CRW_1396	1396	16S	I5	3.7	S29	-5.05	S30	-8.05
bpRNA_CRW_1396	1396	16S	I15	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_1396	1396	16S	I17	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_1396	1396	16S	I18	0.8	S86	-10.95	S87	-3.3
bpRNA_CRW_4193	4193	16S	I17	0.8	S86	-11.45	S87	-3.3
bpRNA_CRW_17128	17128	16S	I7	3.7	S29	-5.05	S30	-7.95
bpRNA_CRW_17128	17128	16S	I8	2.8	S31	-6.55	S32	-2.77
bpRNA_CRW_17128	17128	16S	I18	3.0	S64	-15.25	S65	-1.75
bpRNA_CRW_7345	7345	16S	I5	3.0	S27	-5.8	S28	-8.05
bpRNA_CRW_7345	7345	16S	I6	2.8	S29	-3.95	S30	-3.85
bpRNA_CRW_7345	7345	16S	I16	3.0	S64	-17.8	S65	-1.75
bpRNA_CRW_7345	7345	16S	I17	1.0	S84	-10.8	S85	-3.3
bpRNA_CRW_11202	11202	16S	I7	3.0	S30	-5.7	S31	-5.95
bpRNA_CRW_11202	11202	16S	I8	2.1	S32	-6.55	S33	-3.75
bpRNA_CRW_14007	14007	16S	I7	3.0	S27	-5.7	S28	-8.05
bpRNA_CRW_14007	14007	16S	I8	2.1	S29	-6.25	S30	-5.3
bpRNA_CRW_14007	14007	16S	I17	2.9	S50	-11.0	S51	-4.35
bpRNA_CRW_14007	14007	16S	I20	3.0	S64	-15.7	S65	-1.75
bpRNA_CRW_2140	2140	16S	I1	1.3	S4	-0.22	S5	-7.6
bpRNA_CRW_2140	2140	16S	I5	3.7	S23	-5.05	S24	-8.05
bpRNA_CRW_2140	2140	16S	I14	0.2	S51	-2.05	S52	-7.5
bpRNA_CRW_2140	2140	16S	I16	3.0	S60	-17.8	S61	-1.75
bpRNA_CRW_2140	2140	16S	I17	0.8	S79	-15.25	S80	-3.3
bpRNA_CRW_9668	9668	16S	I6	3.0	S29	-5.7	S30	-5.95
bpRNA_CRW_9668	9668	16S	I7	2.1	S31	-6.25	S32	-5.65
bpRNA_CRW_9668	9668	16S	I16	2.9	S53	-12.5	S54	-4.35
bpRNA_CRW_9668	9668	16S	I19	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_5148	5148	16S	I4	3.7	S22	-5.25	S23	-8.05
bpRNA_CRW_5148	5148	16S	I5	2.8	S24	-6.55	S25	-5.85
bpRNA_CRW_5148	5148	16S	I15	3.0	S59	-17.8	S60	-1.75
bpRNA_CRW_5148	5148	16S	I26	2.5	S97	-7.15	S98	-3.3
bpRNA_CRW_12955	12955	16S	I7	3.0	S30	-5.7	S31	-7.95
bpRNA_CRW_12955	12955	16S	I8	2.1	S32	-6.55	S33	-3.75
bpRNA_CRW_12955	12955	16S	I18	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_12955	12955	16S	I20	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_4812	4812	16S	I5	3.7	S26	-5.25	S27	-8.05
bpRNA_CRW_4812	4812	16S	I6	2.8	S28	-6.55	S29	-5.85
bpRNA_CRW_4812	4812	16S	I16	3.0	S63	-17.8	S64	-1.75
bpRNA_CRW_20507	20507	16S	I2	3.0	S11	-5.7	S12	-5.85
bpRNA_CRW_20507	20507	16S	I3	1.4	S13	-5.5	S14	-4.45
bpRNA_CRW_20507	20507	16S	I15	1.9	S63	-7.1	S64	-3.3
bpRNA_CRW_20507	20507	16S	I17	1.7	S68	-3.6	S69	-2.97
bpRNA_CRW_6067	6067	16S	I5	3.0	S30	-5.8	S31	-8.05
bpRNA_CRW_6067	6067	16S	I6	2.8	S32	-3.95	S33	-3.85
bpRNA_CRW_6067	6067	16S	I16	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_6067	6067	16S	I17	1.0	S87	-10.8	S88	-3.3
bpRNA_CRW_10120	10120	16S	I6	3.0	S29	-5.7	S30	-5.95
bpRNA_CRW_10120	10120	16S	I7	2.1	S31	-6.25	S32	-5.65
bpRNA_CRW_10120	10120	16S	I16	2.9	S52	-12.5	S53	-4.35
bpRNA_CRW_10120	10120	16S	I19	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_15325	15325	16S	I6	3.0	S32	-5.7	S33	-5.95
bpRNA_CRW_15325	15325	16S	I7	2.1	S34	-6.55	S35	-3.75
bpRNA_CRW_15325	15325	16S	I16	2.9	S56	-12.5	S57	-4.35
bpRNA_CRW_15325	15325	16S	I24	0.9	S98	-2.97	S99	-1.8
bpRNA_CRW_143	143	16S	I4	3.7	S18	-5.05	S19	-8.05
bpRNA_CRW_3262	3262	16S	I8	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_3262	3262	16S	I17	0.2	S59	-2.05	S60	-7.5
bpRNA_CRW_3262	3262	16S	I19	3.0	S68	-17.8	S69	-1.75
bpRNA_CRW_11457	11457	16S	I7	3.0	S30	-5.7	S31	-5.95
bpRNA_CRW_11457	11457	16S	I8	2.1	S32	-6.25	S33	-5.65
bpRNA_CRW_11457	11457	16S	I17	2.9	S53	-11.0	S54	-4.35
bpRNA_CRW_7510	7510	16S	I5	3.7	S27	-5.25	S28	-8.05
bpRNA_CRW_7510	7510	16S	I6	2.8	S29	-6.55	S30	-5.85
bpRNA_CRW_7510	7510	16S	I16	3.0	S65	-16.3	S66	-1.75
bpRNA_CRW_7510	7510	16S	I20	2.3	S93	-4.5	S94	-2.97
bpRNA_CRW_7510	7510	16S	I21	0.3	S94	-2.97	S95	-6.6
bpRNA_CRW_2715	2715	16S	I2	2.1	S9	-0.22	S10	-2.05
bpRNA_CRW_2715	2715	16S	I7	3.7	S29	-5.05	S30	-8.05
bpRNA_CRW_2715	2715	16S	I16	0.2	S57	-2.05	S58	-7.5
bpRNA_CRW_2715	2715	16S	I18	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_2715	2715	16S	I19	0.8	S85	-10.85	S86	-3.3
bpRNA_CRW_14652	14652	16S	I7	3.0	S27	-5.7	S28	-8.05
bpRNA_CRW_14652	14652	16S	I8	2.1	S29	-6.25	S30	-5.3
bpRNA_CRW_14652	14652	16S	I17	2.9	S50	-11.0	S51	-4.35
bpRNA_CRW_14652	14652	16S	I20	3.0	S64	-15.7	S65	-1.75
bpRNA_CRW_17484	17484	16S	I7	3.7	S29	-5.05	S30	-7.95
bpRNA_CRW_17484	17484	16S	I8	2.8	S31	-6.55	S32	-2.77
bpRNA_CRW_17484	17484	16S	I18	3.0	S64	-15.25	S65	-1.75
bpRNA_CRW_12578	12578	16S	I6	3.0	S22	-5.7	S23	-8.05
bpRNA_CRW_12578	12578	16S	I7	2.1	S24	-6.25	S25	-5.3
bpRNA_CRW_12681	12681	16S	I6	3.0	S21	-5.7	S22	-8.05
bpRNA_CRW_12681	12681	16S	I7	2.1	S23	-6.25	S24	-5.3
bpRNA_CRW_14730	14730	16S	I7	3.0	S30	-5.7	S31	-8.05
bpRNA_CRW_14730	14730	16S	I8	2.1	S32	-6.25	S33	-5.3
bpRNA_CRW_14730	14730	16S	I17	2.9	S53	-11.0	S54	-4.35
bpRNA_CRW_14730	14730	16S	I20	2.3	S65	-1.65	S66	-1.4
bpRNA_CRW_14730	14730	16S	I22	3.0	S68	-10.75	S69	-1.75
bpRNA_CRW_2677	2677	16S	I2	2.1	S8	-0.22	S9	-8.65
bpRNA_CRW_2677	2677	16S	I6	3.7	S27	-5.05	S28	-8.05
bpRNA_CRW_2677	2677	16S	I15	0.2	S55	-2.05	S56	-7.5
bpRNA_CRW_2677	2677	16S	I17	3.0	S64	-17.8	S65	-1.75
bpRNA_CRW_2677	2677	16S	I18	0.8	S83	-10.85	S84	-3.3
bpRNA_CRW_7472	7472	16S	I5	3.7	S25	-4.05	S26	-8.05
bpRNA_CRW_11535	11535	16S	I1	3.0	S2	-5.7	S3	-5.95
bpRNA_CRW_11535	11535	16S	I2	2.1	S4	-6.55	S5	-3.75
bpRNA_CRW_11535	11535	16S	I11	2.9	S24	-12.5	S25	-4.35
bpRNA_CRW_1758	1758	16S	I7	3.0	S31	-5.8	S32	-7.95
bpRNA_CRW_1758	1758	16S	I8	2.1	S33	-9.1	S34	-5.85
bpRNA_CRW_1758	1758	16S	I16	0.2	S60	-2.05	S61	-7.5
bpRNA_CRW_1758	1758	16S	I18	3.0	S69	-17.8	S70	-1.75
bpRNA_CRW_8184	8184	16S	I4	3.0	S20	-13.6	S21	-11.65
bpRNA_CRW_8184	8184	16S	I6	3.0	S31	-6.6	S32	-8.05
bpRNA_CRW_8184	8184	16S	I7	2.1	S33	-9.9	S34	-8.65
bpRNA_CRW_8184	8184	16S	I16	0.2	S60	-2.05	S61	-8.57
bpRNA_CRW_8184	8184	16S	I18	3.0	S69	-17.8	S70	-1.75
bpRNA_CRW_13294	13294	16S	I5	2.9	S13	-11.0	S14	-4.35
bpRNA_CRW_30	30	16S	I1	1.2	S2	-7.9	S3	-9.2
bpRNA_CRW_30	30	16S	I6	3.7	S31	-5.05	S32	-8.05
bpRNA_CRW_30	30	16S	I16	0.2	S60	-2.05	S61	-7.5
